Player,Age,Ht,YearInLeague,CumulativeG,CumulativeMP,CumulativeORB,CumulativeDRB,CumulativeAST,CumulativeSTL,CumulativeBLK,CumulativeDWS,Last2DWS
Omari Johnson,0.457979686,0.618511286,-0.982236428,-1.012039986,-0.848425503,-0.658711143,-0.764470519,-0.606053327,-0.761764715,-0.596342656,-0.755452029,-1.138450168
Omer Asik,1.176901285,1.508376547,0.630645283,0.492081018,0.108795473,1.230011907,0.878552972,-0.396907003,-0.290448982,0.60717736,0.453022923,-0.744938828
Omri Casspi,0.697620219,0.618511286,0.861056956,0.752967102,0.341582064,0.16852027,0.494543169,-0.124174068,0.209431341,-0.152566839,0.020794655,-0.449805323
Otto Porter,-0.500582447,0.321889533,-0.060589736,0.079816588,0.092878441,0.082502845,0.127537491,-0.24904898,0.343684914,-0.078012501,0.206035342,1.862073798
P.J. Tucker,1.416541818,-0.271353975,0.40023361,0.585484678,0.601699874,0.785283514,0.68371405,-0.053692523,0.89212504,-0.134815806,0.470664893,1.419373541
Pascal Siakam,-0.74022298,0.618511286,-0.751824755,-0.586892293,-0.590506757,-0.404319182,-0.481776956,-0.476581793,-0.516109242,-0.287474687,-0.429075582,0.681539779
Pat Connaughton,-0.260941914,-0.567975728,-0.521413082,-0.525696792,-0.65239469,-0.561712769,-0.636231083,-0.51258867,-0.678927404,-0.511137699,-0.614316268,-0.400616406
Patrick Beverley,0.697620219,-1.754462743,0.169821937,-0.052236862,0.046802822,0.007466367,-0.158698598,0.163880942,0.332259078,-0.159667252,-0.032131255,0.189650604
Patrick McCaw,-0.979863513,0.025267779,-0.751824755,-0.61265882,-0.643179566,-0.598315929,-0.666696805,-0.490371661,-0.553243209,-0.507587493,-0.579032328,-0.154671818
Patrick Patterson,0.457979686,0.618511286,0.630645283,0.775512813,0.474049467,0.662662929,0.435028735,-0.124940172,0.178010292,0.369313522,0.258961252,0.337217356
Patty Mills,0.697620219,-2.051084496,0.861056956,0.659563442,0.147855031,-0.364055706,-0.299691127,0.297182994,0.198005505,-0.464985014,0.258961252,0.976673284
Pau Gasol,2.614744484,1.508376547,2.704350339,2.827172512,3.399537095,4.939742161,4.973004354,2.355703772,0.94925422,6.241355136,3.981416943,2.00964055
Paul George,0.218339152,0.618511286,0.630645283,0.672446706,0.984965247,0.172180586,1.217926949,0.677170455,1.806191916,0.230855467,1.873201516,2.304774055
Paul Millsap,1.416541818,0.321889533,1.552291974,1.793290623,1.848150074,2.948530263,2.435847337,0.941476249,2.486029156,2.641445706,2.711195096,1.271806788
Paul Zipser,-0.74022298,0.321889533,-0.751824755,-0.709283296,-0.681715538,-0.614787351,-0.607890876,-0.548595546,-0.667501568,-0.486286253,-0.631958238,-0.449805323
PJ Dozier,-1.219504046,0.025267779,-0.982236428,-1.018481618,-0.85596515,-0.666031775,-0.76872155,-0.611416054,-0.767477633,-0.596342656,-0.755452029,-1.138450168
Quincy Acy,0.218339152,0.025267779,0.169821937,0.028283535,-0.30452377,-0.106003429,-0.169326176,-0.45130037,-0.370429834,-0.1312656,-0.376149672,-0.351427488
Quincy Pondexter,0.697620219,0.025267779,0.169821937,-0.052236862,-0.307770006,-0.31464144,-0.484610977,-0.428317257,-0.450410685,-0.425932742,-0.384970657,-0.69574991
Quinn Cook,-0.500582447,-1.457840989,-0.751824755,-0.873544905,-0.759101634,-0.645900037,-0.714166652,-0.523314122,-0.721774289,-0.592792449,-0.711347104,-0.89250558
R.J. Hunter,-0.500582447,-0.567975728,-0.521413082,-0.883207352,-0.817638613,-0.662371459,-0.740381343,-0.599158394,-0.71891783,-0.58214183,-0.711347104,-1.08926125
Rajon Rondo,1.176901285,-1.754462743,1.552291974,1.484092301,1.735474243,0.83469778,1.303656074,4.450997529,3.100167838,-0.220020763,2.552417365,1.025862201
Ramon Sessions,1.176901285,-1.161219235,1.321880301,1.200660506,0.831659098,-0.045608215,0.294036206,1.539037174,0.58077101,-0.411731916,-0.014489285,-0.69574991
Rashad Vaughn,-1.219504046,-0.271353975,-0.521413082,-0.577229846,-0.681296669,-0.633088931,-0.670239331,-0.553958272,-0.616085307,-0.493386666,-0.676063163,-0.89250558
Raul Neto,-0.260941914,-1.754462743,-0.521413082,-0.503151081,-0.610926633,-0.614787351,-0.648275671,-0.394608692,-0.49325757,-0.557290384,-0.508464447,-0.548183158
Raymond Felton,1.656182351,-1.754462743,1.782703647,1.996202022,2.122928308,0.336894806,0.84950426,3.252811264,2.471746861,0.117248858,1.326300443,0.386406274
Reggie Bullock,-0.021301381,0.025267779,-0.060589736,-0.351772736,-0.504324406,-0.545241347,-0.53987438,-0.480412312,-0.498970488,-0.514687906,-0.499643462,-0.203860736
Reggie Hearn,-0.021301381,-0.567975728,-0.982236428,-1.015260802,-0.855546281,-0.666031775,-0.769430055,-0.611416054,-0.767477633,-0.596342656,-0.755452029,-1.138450168
Reggie Jackson,0.218339152,-1.161219235,0.40023361,0.418002253,0.304826286,-0.22313354,0.016302179,0.910065995,0.152302162,-0.411731916,0.135467461,-0.105482901
Richard Jefferson,2.614744484,0.025267779,2.704350339,2.778860275,2.73479158,1.012223106,1.925015109,1.236426192,1.480555591,0.635579013,2.173115008,-0.744938828
Richaun Holmes,-0.500582447,0.91513304,-0.521413082,-0.522475976,-0.579720873,-0.276208122,-0.454853759,-0.494968283,-0.536104455,-0.156117045,-0.455538537,0.288028439
Ricky Rubio,0.218339152,-0.864597482,0.40023361,0.360027568,0.554367648,-0.122474851,0.33016997,1.994102802,1.71192877,-0.39753109,0.638263609,1.566940293
Robert Covington,0.218339152,0.618511286,-0.060589736,-0.087665836,0.038425437,-0.155417695,0.172881822,-0.259008328,0.569345174,0.15630113,0.311887162,2.649096477
Robin Lopez,0.697620219,1.508376547,1.091468629,1.203881322,0.823700582,2.474519343,0.678046009,-0.18776068,-0.259027933,2.417782695,0.461843908,0.386406274
Rodney Hood,-0.260941914,0.321889533,-0.291001409,-0.226160918,-0.142735518,-0.510468346,-0.297565611,-0.238323527,-0.236176261,-0.415282123,-0.155625045,0.533973026
Rodney McGruder,-0.021301381,-0.864597482,-0.751824755,-0.715724928,-0.619094584,-0.473865186,-0.639773609,-0.503395425,-0.613228848,-0.521788319,-0.579032328,-0.154671818
Rodney Purvis,-0.74022298,-0.864597482,-0.982236428,-0.973390196,-0.825911281,-0.664201617,-0.751008921,-0.59839229,-0.758908256,-0.585692036,-0.746631044,-1.040072333
Ron Baker,-0.500582447,-0.864597482,-0.751824755,-0.764037165,-0.726220397,-0.634919089,-0.690785981,-0.493436076,-0.596090094,-0.546639764,-0.676063163,-0.69574991
Rondae Hollis-Jefferson,-0.74022298,0.025267779,-0.521413082,-0.461280475,-0.406413717,-0.234114488,-0.182079269,-0.332554288,-0.236176261,-0.21292035,-0.323223761,0.927484366
Royce O'Neale,-0.500582447,-0.271353975,-0.982236428,-0.802686956,-0.73585439,-0.620277825,-0.619935464,-0.538636197,-0.664645109,-0.539539351,-0.596674298,0.632350861
Rudy Gay,1.176901285,0.321889533,1.552291974,1.583937593,2.080622513,1.517346712,1.745763301,0.754546933,2.240373683,1.72549242,1.643855905,0.386406274
Rudy Gobert,-0.260941914,1.804998301,-0.060589736,0.021841903,0.094972787,1.169616693,0.811244981,-0.317232213,-0.167621245,1.917203573,0.88525119,3.731252662
Russell Westbrook,0.697620219,-1.161219235,1.091468629,1.38424701,1.834955692,1.643627613,1.84566253,4.071776173,2.945919053,0.174052163,2.190756978,3.337741322
Ryan Anderson,0.697620219,0.91513304,1.091468629,0.978424212,0.864540335,1.5832324,0.734726422,-0.178567435,0.166584456,0.170501956,0.338350117,0.238839521
Ryan Arcidiacono,-0.74022298,-1.161219235,-0.982236428,-0.947623669,-0.824445238,-0.664201617,-0.752425931,-0.584602422,-0.730343666,-0.596342656,-0.737810059,-0.941694498
Salah Mejri,1.176901285,1.804998301,-0.521413082,-0.483826186,-0.643598435,-0.257906542,-0.447768708,-0.566215932,-0.590377176,-0.014108784,-0.429075582,0.337217356
Sam Dekker,-0.74022298,0.618511286,-0.521413082,-0.532138424,-0.614591739,-0.413469972,-0.541999895,-0.524080226,-0.587520717,-0.48983646,-0.596674298,-0.253049653
Scotty Hopson,0.457979686,0.025267779,-0.751824755,-1.015260802,-0.854708542,-0.666031775,-0.769430055,-0.609883846,-0.764621174,-0.596342656,-0.755452029,-1.138450168
Sean Kilpatrick,0.457979686,-0.864597482,-0.291001409,-0.519255161,-0.533540537,-0.592825455,-0.493821544,-0.430615568,-0.558956127,-0.550189971,-0.631958238,-0.449805323
Semi Ojeleye,-0.74022298,0.025267779,-0.982236428,-0.789803692,-0.73585439,-0.598315929,-0.681575414,-0.596093979,-0.707491994,-0.58214183,-0.640779223,0.140461687
Serge Ibaka,0.457979686,0.91513304,0.861056956,1.162010716,1.197646113,2.031621108,1.651532113,-0.269733781,0.07232131,4.810621901,1.767349695,1.616129211
Shabazz Muhammad,-0.260941914,-0.271353975,-0.060589736,-0.129536442,-0.356568275,-0.127965325,-0.432181594,-0.495734387,-0.536104455,-0.511137699,-0.693705134,-0.941694498
Shabazz Napier,-0.021301381,-1.754462743,-0.291001409,-0.274473156,-0.473118647,-0.556222295,-0.529246802,-0.271265988,-0.264740851,-0.521788319,-0.429075582,0.091272769
Shane Larkin,-0.260941914,-2.34770625,-0.291001409,-0.200394391,-0.345258805,-0.514128662,-0.481068451,-0.046797589,-0.073358099,-0.511137699,-0.464359522,-0.105482901
Shaquille Harrison,-0.500582447,-0.864597482,-0.982236428,-0.950844485,-0.816067853,-0.649560353,-0.732587786,-0.569280347,-0.693209699,-0.57149121,-0.720168089,-0.744938828
Shaun Livingston,1.416541818,0.025267779,1.782703647,1.451884143,0.842340264,0.155709164,0.238772803,1.203483731,0.817857106,0.411916001,0.594158684,0.091272769
Shelvin Mack,0.218339152,-1.161219235,0.40023361,0.260182276,-0.107969369,-0.483015976,-0.280561487,0.337020389,-0.044793509,-0.525338525,-0.173267016,0.091272769
Sindarius Thornwell,-0.74022298,-0.567975728,-0.982236428,-0.789803692,-0.735226086,-0.605636561,-0.693620002,-0.559320998,-0.630367602,-0.507587493,-0.676063163,-0.253049653
Skal Labissiere,-1.219504046,1.211754794,-0.751824755,-0.725387375,-0.662342835,-0.391508076,-0.556878504,-0.535571782,-0.650362814,-0.376229851,-0.623137253,-0.400616406
Solomon Hill,-0.021301381,0.025267779,-0.060589736,-0.184290312,-0.224415024,-0.340263652,-0.283395508,-0.292716893,-0.233319802,-0.369129438,-0.155625045,0.091272769
Spencer Dinwiddie,-0.500582447,-0.271353975,-0.291001409,-0.429072317,-0.410811844,-0.528769925,-0.47681742,0.028280578,-0.384712128,-0.411731916,-0.508464447,-0.007105066
Stanley Johnson,-1.219504046,0.025267779,-0.521413082,-0.319564578,-0.337719158,-0.43360171,-0.330156849,-0.354771297,-0.179047081,-0.418832329,-0.217371941,0.927484366
Stephen Curry,0.697620219,-1.161219235,0.861056956,0.988086659,1.398075054,0.1410679,0.875718951,2.626904499,2.397478927,-0.138366013,1.361584383,1.665318128
Sterling Brown,-0.979863513,-0.567975728,-0.982236428,-0.850999194,-0.775018666,-0.616617509,-0.687243455,-0.59226346,-0.678927404,-0.550189971,-0.693705134,-0.449805323
Steven Adams,-0.500582447,1.508376547,-0.060589736,0.221532486,0.176023989,1.575911768,0.265695999,-0.34711026,0.092316523,0.781137481,0.347171102,1.862073798
T.J. Leaf,-1.45914458,0.91513304,-0.982236428,-0.854220009,-0.808214054,-0.612957193,-0.731879281,-0.60452112,-0.753195338,-0.58214183,-0.728989074,-0.843316663
T.J. McConnell,-0.260941914,-1.457840989,-0.521413082,-0.258369076,-0.286093522,-0.448242974,-0.338658911,0.310972862,0.149445703,-0.47918584,-0.199729971,1.271806788
T.J. Warren,-0.500582447,0.321889533,-0.291001409,-0.322785393,-0.241169794,-0.029136793,-0.37550118,-0.435978295,-0.207611671,-0.223570969,-0.499643462,-0.203860736
Taj Gibson,1.416541818,0.618511286,0.861056956,1.123360925,0.964021784,2.20365596,1.147076432,-0.093529918,0.289412193,2.133766172,1.458615219,0.927484366
Tarik Black,-0.021301381,0.618511286,-0.291001409,-0.316343762,-0.508722534,0.053220317,-0.317403756,-0.527144641,-0.530391537,-0.184518698,-0.482001492,-0.253049653
Taurean Waller-Prince,-0.74022298,0.321889533,-0.751824755,-0.570788214,-0.495528152,-0.528769925,-0.43572412,-0.405334145,-0.401850882,-0.351378405,-0.446717552,0.583161944
Terrance Ferguson,-1.698785113,0.025267779,-0.982236428,-0.828453483,-0.776379991,-0.631258773,-0.74959191,-0.596860082,-0.698922617,-0.560840591,-0.711347104,-0.646560993
Terrence Ross,-0.021301381,0.025267779,0.169821937,0.298832067,0.169112646,-0.375036654,-0.112645762,-0.304974553,0.169440915,-0.117064773,-0.04095224,0.091272769
Terry Rozier,-0.74022298,-1.457840989,-0.521413082,-0.40330579,-0.474898841,-0.43360171,-0.387545768,-0.304974553,-0.390425046,-0.486286253,-0.305581791,1.222617871
Thabo Sefolosha,1.656182351,0.025267779,1.552291974,1.480871485,1.030412562,0.426572547,0.958614056,0.265006637,1.71192877,0.642679426,1.590929994,0.976673284
Thaddeus Young,0.697620219,0.321889533,1.321880301,1.616145751,1.782701752,2.344578125,1.519750151,0.37379337,2.637421482,0.578775708,1.63503492,1.763695963
Thomas Bryant,-1.45914458,0.91513304,-0.982236428,-0.976611012,-0.848739655,-0.660541301,-0.759510983,-0.606819431,-0.764621174,-0.589242243,-0.746631044,-1.040072333
Thon Maker,-1.45914458,1.804998301,-0.751824755,-0.602996373,-0.667788135,-0.455563606,-0.610724897,-0.558554895,-0.630367602,-0.315876339,-0.614316268,-0.351427488
Tim Frazier,0.218339152,-1.754462743,-0.291001409,-0.425851501,-0.506209318,-0.512298504,-0.527121287,-0.036072137,-0.356147539,-0.543089558,-0.482001492,0.042083852
Tim Hardaway,-0.260941914,-0.271353975,2.934762012,2.856159855,3.236596953,0.521740763,1.368130045,5.269196335,3.888550519,0.049794934,2.049621217,0.435595191
Tim Quarterman,-0.74022298,-0.271353975,-0.751824755,-0.963727748,-0.846540592,-0.658711143,-0.760219488,-0.602222809,-0.761764715,-0.585692036,-0.746631044,-1.08926125
Timofey Mozgov,1.176901285,1.804998301,0.630645283,0.437327148,0.000413052,0.741359722,0.262153473,-0.419890116,-0.370429834,0.763386448,-0.014489285,-0.794127745
Timothe Luwawu-Cabarrot,-0.979863513,-0.271353975,-0.751824755,-0.635204531,-0.647158824,-0.594655613,-0.640482114,-0.51258867,-0.641793437,-0.543089558,-0.623137253,-0.400616406
Tobias Harris,-0.260941914,0.618511286,0.40023361,0.469535307,0.583060192,0.21427422,0.735434927,0.001466947,0.235139472,0.202453815,0.382455043,1.468562458
Tomas Satoransky,-0.021301381,0.025267779,-0.751824755,-0.606217189,-0.608937004,-0.48850645,-0.614267423,-0.321828836,-0.544673832,-0.521788319,-0.596674298,-0.253049653
Tony Allen,2.375103951,-0.864597482,2.01311532,1.616145751,1.034391819,1.202559537,0.550515078,0.213677686,2.540301876,0.600076947,1.846738561,0.386406274
Tony Bradley,-1.45914458,1.211754794,-0.982236428,-0.995935907,-0.8532425,-0.658711143,-0.764470519,-0.61064995,-0.767477633,-0.596342656,-0.755452029,-1.138450168
Tony Parker,2.135463418,-1.457840989,2.704350339,2.833614144,3.04716333,0.115445688,1.275315868,4.620306458,2.180388044,-0.273273861,3.249275184,0.238839521
Tony Snell,-0.021301381,0.025267779,-0.060589736,0.160336985,0.016330084,-0.483015976,-0.211127981,-0.314933902,-0.256171474,-0.2945751,-0.235013911,-0.154671818
Torrey Craig,0.218339152,-0.271353975,-0.982236428,-0.899311431,-0.790412111,-0.592825455,-0.707790105,-0.59226346,-0.733200125,-0.543089558,-0.720168089,-0.744938828
Travis Wear,0.218339152,0.91513304,-0.751824755,-0.805907772,-0.762033719,-0.609296877,-0.689368971,-0.575409177,-0.713204912,-0.539539351,-0.720168089,-0.941694498
Treveon Graham,-0.500582447,-0.271353975,-0.751824755,-0.735049823,-0.726534549,-0.580014349,-0.701413559,-0.56161931,-0.656075732,-0.585692036,-0.676063163,-0.69574991
Trevor Ariza,1.416541818,0.321889533,2.01311532,2.009085285,2.055699792,1.090919899,1.747888816,0.885550675,3.300119968,0.450968273,2.375997664,1.81288488
Trevor Booker,0.937260752,0.321889533,0.630645283,0.688550785,0.282207346,1.217200801,0.578855285,-0.177801331,0.246565308,0.387064555,0.444201938,0.583161944
Trey Burke,-0.260941914,-1.754462743,-0.060589736,-0.049016046,-0.080952302,-0.472035028,-0.389671284,0.263474429,-0.261884392,-0.468535221,-0.455538537,-0.843316663
Trey Lyles,-0.979863513,0.91513304,-0.521413082,-0.303460498,-0.444635537,-0.36954618,-0.260014837,-0.443639332,-0.533247996,-0.340727785,-0.358507702,0.238839521
Trey McKinney-Jones,0.218339152,-0.567975728,-0.982236428,-1.021702434,-0.856174585,-0.666031775,-0.769430055,-0.611416054,-0.767477633,-0.596342656,-0.755452029,-1.138450168
Tristan Thompson,-0.021301381,0.618511286,0.40023361,0.646680179,0.657200051,2.474519343,1.116610709,-0.291184686,-0.036224132,0.756286035,0.426559968,0.337217356
Troy Daniels,-0.021301381,-0.864597482,-0.060589736,-0.248706629,-0.463275219,-0.576354033,-0.576716649,-0.502629321,-0.587520717,-0.550189971,-0.640779223,-0.744938828
Troy Williams,-0.74022298,0.025267779,-0.751824755,-0.860661641,-0.765803542,-0.598315929,-0.702122064,-0.5800058,-0.633224061,-0.546639764,-0.658421193,-0.597372075
Tyler Cavanaugh,-0.74022298,0.618511286,-0.982236428,-0.899311431,-0.802035733,-0.583674665,-0.711332631,-0.590731252,-0.741769502,-0.58214183,-0.728989074,-0.843316663
Tyler Dorsey,-1.219504046,-0.567975728,-0.982236428,-0.844557562,-0.754284637,-0.634919089,-0.689368971,-0.550893857,-0.71891783,-0.578591623,-0.720168089,-0.744938828
Tyler Ennis,-0.74022298,-1.161219235,-0.291001409,-0.425851501,-0.611659654,-0.578184191,-0.626312011,-0.336384807,-0.487544652,-0.532438938,-0.596674298,-0.646560993
Tyler Johnson,-0.260941914,-0.864597482,-0.291001409,-0.338889473,-0.259809476,-0.435431868,-0.340784427,-0.213808207,-0.193329376,-0.237771796,-0.173267016,1.320995706
Tyler Lydon,-1.219504046,0.91513304,-0.982236428,-1.021702434,-0.856069867,-0.666031775,-0.769430055,-0.611416054,-0.767477633,-0.596342656,-0.755452029,-1.138450168
Tyler Ulis,-0.979863513,-2.644328004,-0.751824755,-0.599775557,-0.565060449,-0.585504823,-0.64260763,-0.20001834,-0.430415472,-0.553740177,-0.676063163,-0.69574991
Tyler Zeller,0.457979686,1.508376547,0.169821937,0.282727987,-0.106817479,0.474156655,0.058812489,-0.333320392,-0.473262357,0.2486065,-0.164446031,-0.400616406
Tyreke Evans,0.457979686,-0.271353975,0.861056956,0.666005074,0.907160282,0.188652008,0.684422555,1.44633862,1.163488644,0.127899478,0.250140267,-0.105482901
Tyrone Wallace,-0.74022298,-0.567975728,-0.982236428,-0.928298774,-0.767164867,-0.627598457,-0.709915621,-0.557022687,-0.69035324,-0.550189971,-0.711347104,-0.646560993
Tyson Chandler,2.135463418,1.804998301,2.704350339,2.450337057,2.340007302,5.578467301,3.964801496,0.096463812,0.954967137,4.033126669,3.134602378,-0.105482901
Tyus Jones,-1.219504046,-1.457840989,-0.521413082,-0.448397212,-0.561604778,-0.605636561,-0.618518454,-0.231428593,-0.270453769,-0.546639764,-0.570211343,-0.253049653
Udonis Haslem,2.614744484,0.321889533,2.243526993,1.693445332,1.3892788,2.267711489,2.141109186,-0.055224731,0.43794806,0.287658772,1.67031886,-0.990883415
Vander Blue,-0.260941914,-0.864597482,-0.521413082,-0.992715091,-0.842247182,-0.662371459,-0.761636498,-0.602222809,-0.756051797,-0.596342656,-0.755452029,-1.138450168
Victor Oladipo,-0.260941914,-0.864597482,-0.060589736,0.153895353,0.422633266,-0.248755752,0.243023834,0.463427508,1.00352694,0.071096173,0.461843908,1.960451633
Vince Carter,3.573306617,-0.271353975,3.395585358,3.500323026,3.768142044,2.278692437,2.545665639,2.89657302,3.411521868,2.37163001,3.081676468,0.337217356
Vince Hunter,-0.74022298,0.321889533,-0.982236428,-1.012039986,-0.855546281,-0.662371459,-0.76872155,-0.611416054,-0.767477633,-0.592792449,-0.755452029,-1.138450168
Wade Baldwin,-1.219504046,-0.864597482,-0.751824755,-0.896090615,-0.805491404,-0.644069879,-0.739672838,-0.560853206,-0.710348453,-0.567941004,-0.702526119,-0.843316663
"Walt Lemon, Jr.",-0.260941914,-1.161219235,-0.982236428,-1.00881917,-0.852614196,-0.666031775,-0.768013045,-0.607585535,-0.767477633,-0.592792449,-0.755452029,-1.138450168
Wayne Ellington,0.937260752,-0.864597482,0.861056956,0.881799736,0.444623902,-0.303660492,0.01771919,-0.121875757,0.1008859,-0.447233981,-0.270297851,0.386406274
Wayne Selden,-0.74022298,-0.567975728,-0.751824755,-0.867103273,-0.759101634,-0.634919089,-0.730462271,-0.550893857,-0.698922617,-0.575041417,-0.720168089,-0.941694498
Wesley Iwundu,-0.74022298,0.025267779,-0.982236428,-0.825232667,-0.749467641,-0.600146087,-0.697871033,-0.56774814,-0.673214486,-0.553740177,-0.693705134,-0.449805323
Wesley Johnson,0.937260752,0.025267779,0.630645283,0.814162603,0.498553319,-0.071230427,0.312457341,-0.134899521,0.529354748,0.788237894,0.144288446,0.288028439
Wesley Matthews,1.176901285,-0.567975728,0.861056956,1.084711135,1.393886362,-0.023646319,0.448490333,0.494837762,1.334876183,-0.138366013,0.673547549,0.681539779
Will Barton,0.218339152,-0.271353975,0.169821937,0.247299013,0.086700119,-0.181039907,0.12328646,0.087270567,0.066608392,-0.049610849,-0.173267016,0.140461687
Willie Cauley-Stein,-0.500582447,1.508376547,-0.521413082,-0.335668657,-0.345572957,-0.025476477,-0.166492155,-0.39001207,-0.259027933,0.032043901,-0.305581791,0.681539779
Willie Reed,0.218339152,0.91513304,-0.521413082,-0.53535924,-0.658887163,-0.276208122,-0.512951183,-0.576175281,-0.673214486,-0.244872209,-0.552569373,-0.154671818
Willy Hernangomez,-0.74022298,1.211754794,-0.751824755,-0.638425347,-0.665798506,-0.243265278,-0.447768708,-0.51258867,-0.598946553,-0.411731916,-0.552569373,-0.007105066
Wilson Chandler,0.937260752,0.321889533,1.091468629,0.875358105,1.068006078,0.627889927,1.006792408,0.219040412,0.457943273,0.756286035,0.285424207,-0.007105066
Xavier Munford,-0.260941914,-1.457840989,-0.751824755,-0.960506933,-0.828529214,-0.658711143,-0.74959191,-0.591497356,-0.727487207,-0.585692036,-0.737810059,-1.040072333
Xavier Rathan-Mayes,-0.74022298,-0.864597482,-0.982236428,-1.00881917,-0.843922659,-0.666031775,-0.765887529,-0.597626186,-0.750338879,-0.585692036,-0.746631044,-1.040072333
Xavier Silas,0.937260752,-0.567975728,-0.751824755,-1.012039986,-0.851462306,-0.660541301,-0.76730454,-0.609117742,-0.764621174,-0.596342656,-0.755452029,-1.138450168
Yogi Ferrell,-0.500582447,-2.051084496,-0.751824755,-0.61265882,-0.491967763,-0.581844507,-0.546959432,-0.325659355,-0.46469298,-0.532438938,-0.534927403,0.091272769
Zach Collins,-1.45914458,1.508376547,-0.982236428,-0.812349403,-0.746849708,-0.583674665,-0.644733145,-0.571578658,-0.71891783,-0.486286253,-0.640779223,0.140461687
Zach LaVine,-0.979863513,-0.567975728,-0.291001409,-0.284135603,-0.165040306,-0.51595882,-0.33440788,-0.046031486,-0.230463343,-0.450784188,-0.614316268,-0.69574991
Zach Randolph,2.375103951,0.618511286,2.704350339,2.569507244,2.768615272,5.335056287,4.139802273,0.958330531,1.614809164,0.472269512,2.517133424,0.632350861
Zaza Pachulia,1.656182351,1.211754794,2.243526993,2.292517081,1.38069198,3.475615765,1.913679026,0.41669518,1.337732642,0.685281904,1.485078174,0.779917614
Zhou Qi,-0.979863513,1.804998301,-0.982236428,-0.966948564,-0.843294355,-0.655050827,-0.758093972,-0.609883846,-0.761764715,-0.546639764,-0.737810059,-0.941694498